,text,username
128,"Waspada !!!banjir kiriman Bogor sdh
dikirim lagi ke Jakarta...Tadi saya
liat mobil Tangki ada tulisan ""Air
Dari Gunung Salak - Bogor""",kata hati
129,"Jakarta apa URGENnya buat para Bule.. buat nyari duit iya, Pariwisata apa yg dibanggakan dijakarta males kali Macet, Banjir bule tuh gak ada yg mau kejakarta, memang pernah lu liat Bule wara wiri dijakarta.. ",Anggoro Sabdo
130,"Ga becus saja banyak penghargaan. Gimana kalau becus ya. 

Contoh tu pak jokowi.. Sudah sukses membuat jakarta ngga banjir..  Dengan cara mindah ibu kota. 
",⛔ OBOR ⛔
131,Mau naikin elektabilitas dgn menyelenggarakan Formula E? Tuh jakarta makin tenggelam. Ngurus banjir aja gak becus !! Itu sama sj dgn Tertawa dibalik penderitaan orang lain. https://twitter.com/4smara1701/status/1227119287938080771 …,¥@yaT_ B$¥B❤🇮🇩💪
132,Jakarta noh banjir kebanyakan polisi tidur pada mimpi basah,Z e n t
133,"#UlahRezimIndonesiaSuram
#UlahRezimIndonesiaSuram 

Dituding Sebar Hoax Banjir Jakarta, Akun TMC Polda Metro Jaya ""Dihajar"" Warganet

https://ift.tt/2vhJYLn 

Kapok dahhh...!!!
Coba klo netizen biasa, dgn alasan langgar UU ITE lgsg di ringkus

Klo polisi scr institusi gmn donk",𝐀𝐢𝐞𝐤 𝐂𝐡𝐚𝐧𝐧𝐞𝐥
134,"Iyo kiri. Langganan
Modele koyok jakarta langganan banjir",A. Hudan Atmari
135,"Tsunami Aceh, gempa Lombok, gempa Palu, banjir Jakarta, apa semua karena kena Azab ???

Serius nanya

http://detik.id/6qieBD ",KANTAYU
136,"Gw mah warga jakarta nyet, gara² banjir gw susah berangkat kantor, gw ga pernah ngebanding²in anies sama risma, bwt apa? Anies dibandinginnya sama sampah, itu yg gw lakuin, makanya begok jangan diborong...",Oposisi
137,"Sok tau lu 
Tp yg bahagia Jakarta isu monas Dan banjir tenggelam",Tuti Gilbert
138,"Pasukan sakit hati bang.. donaturnya para taipan ga bisa bergerak berbuat jahat di DKI jakarta.. doi orang jabar tapi males cuit banjir rancaekek, diemin aja tweets dia cuma untuk konsumsi orang2 dunguk.. bentar lagi juga ketampol muka sendiri kaya yang udah2.. wkwkwkw",Zap
139,Pendukung @jokowi nyata otak kopong semua...mrk lupa atau pura2 lupa bahwa yg ngebacot banjir jakarta akan mudah diatasi kalau jd presiden itu @jokowi .napa mereka malah nyerang anies?,arek_ndeso
140,"@DKIJakarta bahas dunk apa saja hal hal yg sudah dilakukan untuk mencegah banjir di Jakarta, mulai dari banjir jika hujan dengan intensitas tinggi di Jakarta hingga kiriman air dari daerah lain disekeliling Jakarta
Dan sudah brp persen pengerjaannya dari rencana agar jkt tdk bnjr",You can be better !
141,"Semoga apa yang di bilang aagym cepet terwujud , dapet pemimpin yg rendah hati, tak ujub merasa sudah banyak berbuat, biar Jakarta ga banjir terus. pic.twitter.com/Bqvf6q86BC",rizal
142,"Kalau Walikota yg katakan bhw macet dan banjir Jakarta akan mudah diatasi kalau sdh jadi  Guubernur, siapa ya ?",#Pak'De _ Online#
143,"Padahal Pembully Anies Sudah Amat Sangat Senang Dengan Admin Sewaktu Memposting Soal Banjir Jakarta, Yah Gigit Jari Lagi Deh... https://m.cnnindonesia.com/nasional/20200210210328-12-473425/polisi-periksa-admin-tmc-polda-soal-salah-info-banjir-jakut …",Sayap Garuda
144,"Emang gara-gara kamu, namun bukan salah kamu.
Seperti banjir Jakarta gara2 air hujan 3 hari, namun bukan salah air hujan...",Herdiyanto
145,akhirnya aku liat banjir langsung di JAKARTA g diTV.. ketika aku menjadi #wisatawan di #jakarta pic.twitter.com/yVXRFbBPlH,Day
146,aku aja udah ga ngerti dgn apa yg aku omongkan mba. anggap aja banjir jakarta.,גאָרנישט
147,banjir yang terjadi di jakarta 2017,Nonton video bokep Link Full Video Porno Jav Porn
148,"Waspada !!!banjir kiriman Bogor sdh
dikirim lagi ke Jakarta...Tadi saya
liat mobil Tangki ada tulisan ""Air
Dari Gunung Salak - Bogor""",kata hati
149,"Jakarta apa URGENnya buat para Bule.. buat nyari duit iya, Pariwisata apa yg dibanggakan dijakarta males kali Macet, Banjir bule tuh gak ada yg mau kejakarta, memang pernah lu liat Bule wara wiri dijakarta.. ",Anggoro Sabdo
150,"Ga becus saja banyak penghargaan. Gimana kalau becus ya. 

Contoh tu pak jokowi.. Sudah sukses membuat jakarta ngga banjir..  Dengan cara mindah ibu kota. 
",⛔ OBOR ⛔
151,Mau naikin elektabilitas dgn menyelenggarakan Formula E? Tuh jakarta makin tenggelam. Ngurus banjir aja gak becus !! Itu sama sj dgn Tertawa dibalik penderitaan orang lain. https://twitter.com/4smara1701/status/1227119287938080771 …,¥@yaT_ B$¥B❤🇮🇩💪
152,Jakarta noh banjir kebanyakan polisi tidur pada mimpi basah,Z e n t
153,"Banjir datang di Jakarta karena teluk Jakarta diuruk oleh cina2 melalui proyek ilegal reklamasi teluk Jakarta, dg menggunakan perizinan palsu yg dikeluarkan oleh gubernur Jokowi-ahok.akibatnya 12 sungai yg melintasi Jakarta muaranya diteluk Jakarta tak bisa mengalir sempurna.",Sur Wani
154,Alah tai lo... Tiap tahun juga jakarta banjir. Nyirnyir doang becusnya,Jidine
155,Bukan Anies Jika Tidak Pintar Bersilat Lidah: Jakarta Banjir Salahkan Curah Hujan Tinggi  https://www.bizlaw.id/read/18098/Bukan-Anies-Jika-Tidak-Pintar-Bersilat-Lidah-Jakarta-Banjir-Salahkan-Curah-Hujan-Tinggi … #AniesBaswedan #BanjirJakarta,MONITOR Indonesia
156,"BINGUNG NYARI KETELADANAN...
Jaman @basuki_btp JAKARTA BANJIR, bikin twett demikian...
Jaman @aniesbaswedan JAKARTA BANJIR, bikin tweet demikian...
OTAK KANAN & OTAK KIRI memang beda fungsi...
Yg lebih bingung yg gak bisa gunakan OTAK",Kadrun Nyungsep
157,"Keteladanan perlu dibudayakan, jujur dalam menyampaikan kebenaran, adil  menilai kemampuan orang lain.

Sudah ada pemimpin yang mampu mengatasi banjir Jakarta dan sekitarnya serta pemimpin tidak ujub ?",abdul rochim
158,"Bukannya itu janji mantan gubernur yg ngomong kl jadi presiden jakarta ga macet dan ga banjir... kl dia bikin bendungan ya wajarrrr kaliii masa utk bogor yg bikin Anies jg... 
Mikir mas @Ronin_Indo",budhy
159,"Perlu dikoreksi Joe, dengan gua pindah ke tangerang itu dapat mengurangi penggunaan sampah pelastik yang gua keluarkan di jakarta, secara tidak langsung akan meminimalisir segala spekulasi antusiasi terjadinya kapitalisasi banjir di ibu kota.",Piccolo👽
160,"Kl ga mau kebanjiran, ya tinggal d atas gunung aja nek.. Jakarta mahh dr jaman dulu mah mang langganan banjir. Mo siapa yg mimpin mahh,tetep aja Jakarta langganan banjir.",SGO
161,"Payahnya pakai banget n kebangetan..
Kenapa harus monas ya ???
Sirkuit sentul nganggur tuh., kalau memang niat sentul aja benahin..
Biar ga banyak keluar uang..
Karna solusi pemecahan banjir jakarta itu lebih pentng x..",WongCilikJakarta
162,Penyelesaian banjir Jakarta dari hulu ke hilir #banjir2020pic.twitter.com/lomIto4c9P,Vox Populi Indonesia
163,Penyelesaian banjir Jakarta dari hulu ke hilir #banjir2020pic.twitter.com/G5aOdKVVNh,Sebastian Bara
164,Penyelesaian banjir Jakarta dari hulu ke hilir #banjir2020pic.twitter.com/dXfCZRH7ve,#SatuIndonesia
165,Penyelesaian banjir Jakarta dari hulu ke hilir #banjir2020pic.twitter.com/3OMCwdzEVW,Kura Kura Ninja
166,Penyelesaian banjir Jakarta dari hulu ke hilir #banjir2020pic.twitter.com/kikCbhq5oU,Bayu Bagha Darmono
167,Penyelesaian banjir Jakarta dari hulu ke hilir #banjir2020pic.twitter.com/Y8VjyuOM0i,Abdullah Mujeed
168,Penyelesaian banjir Jakarta dari hulu ke hilir #banjir2020pic.twitter.com/K5WajMU04G,Bernard Sutasoma
169,Penyelesaian banjir Jakarta dari hulu ke hilir #banjir2020pic.twitter.com/4hMSMCofx4,NKRI frontline
170,"Dijual Murah Cluster Kecapi Jagakarsa Jakarta Selatan

Alamat : Jl. Kecapi Jagakarsa - Jakarta Selatan

Lingkungan Tenang, Nyaman,Aman dan Bebas Banjir

- Unit Terbatas
- One Gate System
- View Taman Kota
- Tahap… https://www.instagram.com/p/B8bubNHHIod/?igshid=3xnp7sw539sv …",Rumaindo
171,Anies ngomongin diri sendiri. Tolong sekalian tanyain masalah banjir Jakarta soalnya @ILCtv1 ga mau angkat tema ini.,Paqueta Dance
172,Jakarta banjir genangan terus,haryanto lagha
173,"Melihat secara objektif yg tlh di-improve oleh Pemprov Jakarta thd #infrastruktur : Transportasi publik (sdh semakin baik), penataan pedestrian (sdh semakin baik), banjir (msh perlu perbaikan), kemacetan (msh perlu perbaikan), penataan pesisir/pemukiman (msh perlu perbaikan).",Sjofjan Chua
174,Memang nya pakai Toa Jakarta bebas banjir? Hadeuh 2 https://twitter.com/NilaKencana8/status/1226393680887468032 …,JEAwondatu
175,"Selamat Pagi
#banjir #banjir2020 #BanjirJakarta #BanjirJakarta2020pic.twitter.com/IeoseXnf8R",Freeman 🇲🇨
176,"Dari banjir tiba-tiba bahas demo berjilid cuma untuk memamerkan kebenciannya ke Jakarta.

Padahal dia tinggal di Tangerang :)) pic.twitter.com/CcejJIAy6z",Warta🌐Politik™
177,"cebong pada ramai kalau jakarta banjir...
saat kota2 lain banjir seperti surabaya, kota2 di jawabarat... merekapun sontak terdiam membisu...
lanjutkanlah tenggelam dalam kebodohan wahai cebong togog pic.twitter.com/bhQV19wp1m",mangkritis
178,Kalo saya sudah jadi presiden. Jakarta tidak akan banjir. He said.,Golongan Muda
179,Ditutup dngn tujuan menghindari banjir. Justru malah jakarta tambah tenggelam. Bu suci cuman bisa tenggelamkan kapal dan anies lebih hebat lagi bisa tenggelamkan jakarta. Lanjutkan nies...!!,Agus Pudjiana
180,"Endingnya sepi bro, seperti heningnya malam di lokasi banjir jakarta karena pemimpinnya yg sangat pandai hanya mengolah kata.  https://twitter.com/AdiWijayaAlmair/status/1226441225978253312 …",yahya sukardi 2017
181,Kalau jakarta Karna gubernurnya @aniesbaswedan banjir itu bukan bencana.. tetapi berkah yg berlebihan...,arie_bidang
182,"Hujan, tikung menikung, yang disalahin kalo Jakarta banjir",Imam Afriyogo
183,"Kuis utk netizen non DKI Jakarta:

Ini adalah foto .....

A. Genangan.
B. Banjir.
C. Antrian Air Sebelum Masuk Gorong2.
D. Setting Shooting Film.
E. Kali. pic.twitter.com/NWMZqDg687",NephiLaxmus
184,"Assalamualaikum wr wb ; selamat pagi Cucu besok kalau jd pejabat hrs tahan cibiran,
Kalau bahas banjir Jakarta itu sejak sebelum jaman Belanda memang Jakarta adlh gudang banjir
sekarang bak penampung air hujan bnyk yg hilang Krn disalahkan gunakan alih fungsi pic.twitter.com/BgAhjw7NvC",dwi raharjo
185,"Bete belom boleh balik ke Jakarta karena kondisi masih banjir sama abah tapi sisi lain kawan kawan sudah siap ngajak nongkow
edisi anak abah
#BADDAY #DGITM",son of life
186,"Itu motor diuji coba saat banjir di mana tuh ... ? 
Karena di Jakarta enggak di temukan banjir seperti itu https://twitter.com/FirzaHusain/status/1226439759263752192 …",🇮🇩🇮🇩DATUK HITAM 🇮🇩🇮🇩
187,#BanjirJakarta the same ,RAJ 🔴
188,"ga berani memposting dan apalagi sampai menilangnya.
kalau banjir Jakarta, baru berani memposting.",Hasan
189,"kota hujan , banyak gay nya , jarang demo , sering bikin banjir jakarta. https://twitter.com/danibahrii/status/1226107931436863488 …",utin
190,Gerkmbolan koruptor itu mana sadar waktu mereka berkuasa di jakarta pun tak bisa apa2 menghadapi banjir..,KAFIR RADIKAL
191,Jakarta banjir genangan terus,haryanto lagha
192,"Melihat secara objektif yg tlh di-improve oleh Pemprov Jakarta thd #infrastruktur : Transportasi publik (sdh semakin baik), penataan pedestrian (sdh semakin baik), banjir (msh perlu perbaikan), kemacetan (msh perlu perbaikan), penataan pesisir/pemukiman (msh perlu perbaikan).",Sjofjan Chua
193,Memang nya pakai Toa Jakarta bebas banjir? Hadeuh 2 https://twitter.com/NilaKencana8/status/1226393680887468032 …,JEAwondatu
194,"Selamat Pagi
#banjir #banjir2020 #BanjirJakarta #BanjirJakarta2020pic.twitter.com/IeoseXnf8R",Freeman 🇲🇨
195,"Dari banjir tiba-tiba bahas demo berjilid cuma untuk memamerkan kebenciannya ke Jakarta.

Padahal dia tinggal di Tangerang :)) pic.twitter.com/CcejJIAy6z",Warta🌐Politik™
196,"cebong pada ramai kalau jakarta banjir...
saat kota2 lain banjir seperti surabaya, kota2 di jawabarat... merekapun sontak terdiam membisu...
lanjutkanlah tenggelam dalam kebodohan wahai cebong togog pic.twitter.com/bhQV19wp1m",mangkritis
197,Kalo saya sudah jadi presiden. Jakarta tidak akan banjir. He said.,Golongan Muda
198,Ditutup dngn tujuan menghindari banjir. Justru malah jakarta tambah tenggelam. Bu suci cuman bisa tenggelamkan kapal dan anies lebih hebat lagi bisa tenggelamkan jakarta. Lanjutkan nies...!!,Agus Pudjiana
199,"Endingnya sepi bro, seperti heningnya malam di lokasi banjir jakarta karena pemimpinnya yg sangat pandai hanya mengolah kata.  https://twitter.com/AdiWijayaAlmair/status/1226441225978253312 …",yahya sukardi 2017
200,Kalau jakarta Karna gubernurnya @aniesbaswedan banjir itu bukan bencana.. tetapi berkah yg berlebihan...,arie_bidang
201,"Hujan, tikung menikung, yang disalahin kalo Jakarta banjir",Imam Afriyogo
202,"Kuis utk netizen non DKI Jakarta:

Ini adalah foto .....

A. Genangan.
B. Banjir.
C. Antrian Air Sebelum Masuk Gorong2.
D. Setting Shooting Film.
E. Kali. pic.twitter.com/NWMZqDg687",NephiLaxmus
203,"Assalamualaikum wr wb ; selamat pagi Cucu besok kalau jd pejabat hrs tahan cibiran,
Kalau bahas banjir Jakarta itu sejak sebelum jaman Belanda memang Jakarta adlh gudang banjir
sekarang bak penampung air hujan bnyk yg hilang Krn disalahkan gunakan alih fungsi pic.twitter.com/BgAhjw7NvC",dwi raharjo
204,"Bete belom boleh balik ke Jakarta karena kondisi masih banjir sama abah tapi sisi lain kawan kawan sudah siap ngajak nongkow
edisi anak abah
#BADDAY #DGITM",son of life
205,"Itu motor diuji coba saat banjir di mana tuh ... ? 
Karena di Jakarta enggak di temukan banjir seperti itu https://twitter.com/FirzaHusain/status/1226439759263752192 …",🇮🇩🇮🇩DATUK HITAM 🇮🇩🇮🇩
206,#BanjirJakarta the same ,RAJ 🔴
207,"ga berani memposting dan apalagi sampai menilangnya.
kalau banjir Jakarta, baru berani memposting.",Hasan
208,"kota hujan , banyak gay nya , jarang demo , sering bikin banjir jakarta. https://twitter.com/danibahrii/status/1226107931436863488 …",utin
209,Gerkmbolan koruptor itu mana sadar waktu mereka berkuasa di jakarta pun tak bisa apa2 menghadapi banjir..,KAFIR RADIKAL
210,"Jakarta banjir dari dulu,  kok sekarang kalau banjir jadi bahan untuk menebar kebencian,
Saat sekaranng Ada sekelompok org yang memanfaatkan Banjir  bagian pendidikan untuk saling mencaci maki..",daeng tarang
211,"Bukannya dari dulu juga jakarta itu kalau musim hujan banjir, musim kemarau kebakaran ... (Saya bukan warga jakarta dan tidak bela anies)",Arip Rahman
212,Salah satu penyebab banjir di wilayah Jakarta Utara (kelapa Gading dan sekitarnya) karena memang lagi siklus bulan purnama sehingga air pasang (air kali dan air laut) pic.twitter.com/iafM3kV9Id,🇮🇩🐦 Eka Kurnia™ 🐦🇮🇩
213,"Berpandangan yg luas akan mengerti hasil kerja pak Anies , Walaupun Jakarta di pimpin siapapun tetap banjir , Tapinpak Anies lebih baik dalam penanganan banjir  Tahun ini . Curah hujan yg setiap Tahun semakin Besar .",BBent
214,Banjir Jakarta mudah di atasi kalau saya jadi presiden dan gubernur nya buka anis tapi si nganu,Rival
215,Jadi Gunanya Gubernur apa kalau harus Presiden yg urus Banjir ?,Sandro Malakkiano
216,"Banjir jakarta kenapa gak pernah di bahas??? 
Emang gubernurnya 
Kelompok anda?",Heriyanto
217,Demo banjir jakarta koordinatornay dr planet pluto ,Abu Abu Al Bolavoli
218,"Ibu Kota Banjir Lagi, Gubernur Anies Salahkan Letak Geografis Jakarta https://jabar.idntimes.com/news/indonesia/gregorius-pranandito/jakarta-banjir-lagi-anies-salahkan-cuaca-ekstrem-dan-letak-di-pesisir-regional-jabar?utm_source=twitter … lewat @idntimes 

Kambing hitam guling ala Anis
Salahkan Tuhan ",Garmeo Natan 🇮🇩🌏🌞💖💃
219,"jakarta tidak mungkin bisa bebas banjir
kecuali
- normalisasi sungai dari endapan lumpur dan sampah
- adanya waduk yang akan menampung kelebihan air
- tanggul untuk mencegah masuknya air laut
- pompa air",m arso
220,"Saat 3 kejadian menyatu, maka banjir di Jakarta akan sulit nebang hindari :
1. Banjir kiriman, sementara
2. Di Jakarta sendiri turun hujan dengan intensitas tinggi, dan
3. Lautnya terjadi ROB",syahrulsyah
221,"Jakarta Banjir Lagi, Anies Salahkan Cuaca Ekstrem dan Letak di Pesisir http://share.babe.news/s/eYbmbQvyd ",Titan
222,"Segini aja yh dpt lo pikirkan ?
Gini model mau jd perwakipan rakyat ?
Rakyat mana, rakyat cebong apa rakyat reklamasi ?
Banjir jakarta kebanyakan datang nya dr mana tong ?
Hrs nya level pemikiran kalian naiikan 1 digit aja knp susah amat ya, jgn cuma mulut yg dibuku lebar2 !",Monas Milik RI
223,Orang Jakarta baru habis Banjir bertahun tahun  https://twitter.com/ko2w/status/1226116791513964544 …,anton
224,Banjir nya secara sopan masuk ke Jakarta ,Eric Cantona
225,Banjir Jakarta sejak dari jaman Belanda hingga Jokowi dan Ahok jadi gubernur DKI. Kenapa hanya @aniesbaswedan yang dimusuhi?https://twitter.com/HusinShihab/status/1226398387982884864 …,Hasby Yusuf
226,"Waduh, gemana aku bisa ke papua kalo Jakarta banjir gitu ya",Gus Ehek - Lope Kang Wiwi😍
227,"Untuk Korban Banjir, Sudin Sosial Jakarta Utara Salurkan 3.940 Boks Makanan Siap Saji http://dlvr.it/RPj9b8 ",Indotimnews
228,1.130 Boks Makanan Siap Saji untuk Korban Banjir Kembali Disalurkan Sudin Sosial Jakarta Selatan http://dlvr.it/RPj9b1 ,Indotimnews
229,"@detikcom Berarti dia pintar ngelola uang bikin usaha, mungkin saja apalagi di Jakarta mobil murah-murah bekas kena banjir, way not.",RELAWAN PROJO
230,Banjir yang terjadi di Jakarta pada tahun 2020 juga tidak menyebabkan lumpuhnya area strategis seperti Bundaran HI hingga jalan Thamrin. https://metro.sindonews.com/read/1494616/170/banjir-awal-tahun-dki-lakukan-penanganan-terbaik-dari-tahun-sebelumnya-1578825031 …,fauzi bahreisy
231,"BERSIH BERSIH SETELAH BANJIR ?

Apa Anda mengalami juga, Kawan ?

Ulasan berikut kiranya bisa membantu Anda yang kemarin terkena musibah banjir.

#JakartaBanjir #Jakarta #Banjir #TembokRembes #PerawatanRumah #HomeImprovementSolution #klinikbangunan #Konstruksipic.twitter.com/wxI5JBkSlK",IG : @klinikBANGUNAN
232,JOKOWI: Sudah Bolak-balik Saya Jelaskan Banjir Jakarta Itu Kewenangan Pemerintah Pusat https://m.youtube.com/watch?v=iIBDfpMDquM …,Abdillah
233,"NEWS UPDATE PAGI : 

Sudah Ada 651 Warga DKI Gugat Anies karena Banjir, Ini Kata Pemprov ???

Sejumlah 651 warga Jakarta sudah mendaftarkan diri ke Tim Advokasi Korban Banjir DKI Jakarta 2020 untuk menggugat Gubernur… https://www.instagram.com/p/B7PRwsfHDt-/?igshid=rswlvjjtuesy …",Ianselow2696
234,"Jaman now fakta ga bisa ditutupi bos........Bosen dengernya...
Anies Sebut Banjir Jakarta Tak Bikin Mal Tutup, Faktanya 2 Mal Belum Buka - http://Kompas.com  https://megapolitan.kompas.com/read/2020/01/12/14513791/anies-sebut-banjir-jakarta-tak-bikin-mal-tutup-faktanya-2-mal-belum-buka …",Bakmi Keriting🍝saecula saeculorum
235,"Yang Gugat Paling Geromblan Pndukung Raja Togog dan BACIN. Mreka cuma mo bikin gaduh. 

Banjir Jakarta sdh trjadi sjak dulu, bahkan terdahsyat di jaman jkw-ahok. apkah ad ribut2 gugat ?
 https://news.detik.com/berita/d-4856469/sudah-ada-651-warga-dki-gugat-anies-karena-banjir-ini-kata-pemprov?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1578872524 …",#Puppet
